Ubicac.técnica,Equipo,Tipo de equipo,Equipo superior
1003-MI1-EAUM-VENA,400000252,T,
1003-MI1-EAUM-VENA,400000253,T,
1003-MI1-EAUM-VENA,400000254,T,
1003-MI1-EAUM-VENA,400000255,T,
1003-MI1-EAUM-VENA,400000256,T,
1003-MI1-EAUM-VENA,400000257,T,
1003-MI1-EAUM-VENA,400000258,T,
1003-MI1-EAUM-VENA,400000259,T,
1003-MI1-EAUM-VENA,400000260,T,
1003-MI1-EAUM-VENA,400000261,T,
1003-MI1-EAUM-VENA,400000262,T,
1003-MI1-EAUM-VENA,400000263,T,
1003-MI1-EAUM-VENA,400000264,T,
1003-MI1-EAUM-VENA,400000265,T,
1003-MI1-EAUM-VENA,400000266,T,
1003-MI1-EAUM-VENA,400000267,T,
1003-MI1-EAUM-VENA,400000268,T,
1003-MI1-EAUM-VENA,400000269,T,
1003-MI1-EAUM-VENA,400000270,T,
1003-MI1-EAUM-VENA,400000271,T,
1003-MI1-EAUM-VENA,400000272,T,
1003-MI1-EAUM-VENA,400000273,T,
1003-MI1-EAUM-VENA,400000274,T,
1003-MI1-EAUM-VENA,400000275,T,
1003-MI1-EAUM-VENA,400000276,T,
1003-MI1-EAUM-VENA,400000277,T,
1003-MI1-EAUM-VENA,400000278,T,
1003-MI1-EAUM-VENA,400000279,T,
1003-MI1-EAUM-VENA,400000280,T,
1003-MI1-EAUM-VENA,400000281,T,
1003-MI1-EAUM-VENA,400000282,T,
1003-MI1-EAUM-VENA,400000283,T,
1003-MI1-EAUM-VENA,400000284,T,
1003-MI1-EAUM-VENA,400000285,T,
1003-MI1-EAUM-VENA,400000286,T,
1003-MI1-EAUM-VENA,400000287,T,
1003-MI1-EAUM-VENA,400000288,T,
1003-MI1-EAUM-VENA,400000289,T,
1003-MI1-EAUM-VENA,400000290,T,
1003-MI1-EAUM-VENA,400000291,T,
1003-MI1-EAUM-VENA,400000292,T,
1003-MI1-EAUM-VENA,400000293,T,
1003-MI1-EAUM-VENA,400000294,T,
1003-MI1-EAUM-VENA,400000295,T,
1003-MI1-EAUM-VENA,400000296,T,
1003-MI1-EAUM-VENA,400000297,T,
1003-MI1-EAUM-VENA,400000298,T,
1003-MI1-EAUM-VENA,400000299,T,
1003-MI1-EAUM-VENA,400000300,T,
1003-MI1-EAUM-VENA,400000301,T,
1003-MI1-EAUM-VENA,400000302,T,
1003-MI1-EAUM-VENA,400000303,T,
1003-MI1-EAUM-VENA,400000304,T,
1003-MI1-EAUM-VENA,400000305,T,
1003-PL2-CHAN-CHAP-EIM1001,400000306,T,
1003-PL2-CHAN-CHAS-ZAR1001,400000307,T,
1003-PL2-CHAN-CHAT-ZAR1001,400000308,T,
1003-PL2-CHAN-CHAT-EIM1001,400000309,T,
1003-PL2-MOLI-SAUX-MUE1001,400000310,T,
1003-PL2-MOLI-MOLP-BOM1001,400000311,T,
1003-PL2-MOLI-MOLP-BOM1002,400000312,T,
1003-PL2-MOLI-MOLS-BOM1001,400000313,T,
1003-PL2-MOLI-MOLS-BOM1002,400000314,T,
1003-PL1-FLOT-FLT1-BOM0202,400000315,T,
1003-PL1-FLOT-FLT1-BOM0203,400000316,T,
1003-PL1-FLOT-FLT1-BOM0207,400000317,T,
1003-PL1-FLOT-FLT1-BOM0208,400000318,T,
1003-PL1-FLOT-FLT1-BOM0209,400000319,T,
1003-PL1-FLOT-FLT1-BOM0210,400000320,T,
1003-PL1-FLOT-FLT1-BOM0206,400000321,T,
1003-PL1-FLOT-FLT1-BOM0205,400000322,T,
1003-PL1-FLOT-FLT1-BOM0204,400000323,T,
1003-PL1-FLOT-FLT1-BOM0212,400000324,T,
1003-PL1-FLOT-FLT1-BOM0211,400000325,T,
1003-PL1-ESFI-ESP1-BOM0205,400000326,T,
1003-PL1-ESFI-ESP1-BOM0201,400000327,T,
1003-PL1-ESFI-ESP1-BOM0206,400000328,T,
1003-PL1-CHAN-SAUX-EXT0001,400000329,T,
1003-PL1-CHAN-CHAP-EIM0001,400000330,T,
1003-PL1-CHAN-CHAP-BOM0001,400000331,T,
1003-PL1-MOLI-MOLP-ZAR0001,400000332,T,
1003-PL1-MOLI-MOLP-EIM0001,400000333,T,
1003-PL1-CHAN-CHAP-BOM0002,400000334,T,
1003-PL1-MOLI-MOLP-BOM0003,400000335,T,
1003-PL1-MOLI-MOLP-BAL0001,400000336,T,
1003-PL1-MOLI-MOLS-BOM0006,400000337,T,
1003-PL1-MOLI-MOLS-BOM0007,400000338,T,
1003-PL1-MOLI-SAUX-MUE0001,400000339,T,
1003-PL1-MOLI-MOLP-BOM0004,400000340,T,
1003-PL1-MOLI-CONC-ZAR0002,400000341,T,
1003-PL1-MOLI-MOLS-BOM0003,400000342,T,
1003-PL1-MOLI-MOLS-BOM0004,400000343,T,
1003-PL1-MOLI-MOLS-BOM0002,400000344,T,
1003-PL1-MOLI-MOLS-BOM0001,400000345,T,
1003-PL1-MOLI-MOLS-BOM0005,400000346,T,
1003-PL1-ESFI-ESP1-BOM0207,400000347,T,
1003-PL1-FLOT-FLT1-BOM0214,400000348,T,
1003-PL1-ESFI-ESP1-BOM0202,400000349,T,
1003-PL1-MOLI-CONC-ZAR0003,400000350,T,
1003-PL1-FLOT-SAUX-MUE0201,400000351,T,
1003-PL1-MOLI-MOLP-BOM0002,400000352,T,
1003-PL1-MOLI-MOLP-BOM0001,400000353,T,
1003-PL1-MOLI-CONC-BOM0003,400000354,T,
1003-PL1-RELA-SAUX-MUE0602,400000355,T,
1003-PL1-ESFI-ESP1-BOM0203,400000356,T,
1003-PL1-FLOT-FLT1-BOM0215,400000357,T,
1003-PL1-MOLI-MOLS-ANA0001,400000358,T,
1003-PL1-CIAN-CIAN-BOM0101,400000359,T,
1003-PL1-CIAN-CIAN-BOM0102,400000360,T,
1003-PL1-CIAN-CIAN-BOM0103,400000361,T,
1003-PL1-CIAN-CIAN-BOM0104,400000362,T,
1003-PL1-CIAN-CIAN-ZAR0101,400000363,T,
1003-PL1-CIAN-CIAN-ZAR0102,400000364,T,
1003-PL1-CIAN-CIAN-BOM0107,400000365,T,
1003-PL1-CIAN-CIAN-BOM0108,400000366,T,
1003-PL1-CIAN-CIAN-BOM0109,400000367,T,
1003-PL1-CIAN-CIAN-BOM0110,400000368,T,
1003-PL1-CIAN-CIAN-BOM0111,400000369,T,
1003-PL1-CIAN-CIAN-BOM0112,400000370,T,
1003-PL1-CIAN-CIAN-BOM0113,400000371,T,
1003-PL1-CIAN-CIAN-BOM0114,400000372,T,
1003-PL1-CIAN-CIAN-BOM0115,400000373,T,
1003-PL1-MOLI-CONC-ZAR0001,400000374,T,
1003-PL1-CIAN-SAUX-MUE0101,400000375,T,
1003-PL1-RELA-SAUX-MUE0601,400000376,T,
1003-PL1-RELA-ETRE-BOM0601,400000377,T,
1003-PL1-RELA-ETRE-BOM0602,400000378,T,
1003-PL1-RELA-ETRE-BOM0607,400000379,T,
1003-PL1-CIAN-CIAN-BOM0105,400000380,T,
1003-PL2-CHAN-SAUX-EXT1001,400000381,T,
1003-PL2-CHAN-SAUX-EXT1002,400000382,T,
1003-PL2-CHAN-SAUX-EXT1003,400000383,T,
1003-PL1-TAIN-PAI1-BOM0802,400000384,T,
1003-PL1-TAIN-PAI1-BOM0803,400000385,T,
1003-PL1-TAIN-PAI1-BOM0801,400000386,T,
1003-PL1-REAC-PRCL-BOM0702,400000387,T,
1003-PL1-REAC-PRCL-BOM0701,400000388,T,
1003-PL1-REAC-PRCL-BOM0703,400000389,T,
1003-PL1-REAC-PRCL-BOM0704,400000390,T,
1003-PL1-REAC-PRCL-BOM0705,400000391,T,
1003-PL1-REAC-PRCF-BOM0704,400000392,T,
1003-PL1-REAC-PRCF-BOM0705,400000393,T,
1003-PL1-REAC-PRCF-BOM0706,400000394,T,
1003-PL1-REAC-PRCF-BOM0707,400000395,T,
1003-PL1-REAC-PRCF-BOM0703,400000396,T,
1003-PL1-FLOT-SAUX-BOM0201,400000397,T,
1003-PL1-FLOT-SAUX-BOM0201,400000398,T,
1003-PL1-FLOT-SAUX-BOM0201,400000399,T,
1003-PL1-FLOT-SAUX-BOM0201,400000400,T,
1003-PL1-FLOT-SAUX-BOM0201,400000401,T,
1003-PL1-FLOT-SAUX-BOM0201,400000402,T,
1003-PL1-FLOT-SAUX-BOM0201,400000403,T,
1003-PL1-FLOT-SAUX-BOM0201,400000404,T,
1003-PL1-FLOT-SAUX-BOM0201,400000405,T,
1003-PL1-MOLI-CONC-BOM0001,400000406,T,
1003-PL1-MOLI-CONC-BOM0002,400000407,T,
1003-PL1-MOLI-CONC-BAL0001,400000408,T,
1003-PL1-TAIN-PAI4-BOM0801,400000409,T,
1003-PL1-TAIN-PAI4-BOM0802,400000410,T,
1003-PL1-TAIN-PAI4-BOM0803,400000411,T,
1003-PL1-TAIN-PAI3-BOM0801,400000412,T,
1003-PL1-TAIN-PAI4-BOM0804,400000413,T,
1003-PL1-ADRE-DES1-BOM0309,400000414,T,
1003-AUX-LMET-BALA,400000415,T,
1003-PL1-TAIN-PAI4-BOM0805,400000416,T,
1003-PL1-SAUP-DAIR-SOP0902,400000417,T,
1003-PL1-SAUP-DAIR-SOP0901,400000418,T,
1003-PL1-RELA-ETRE-BOM0603,400000419,T,
1003-PL1-RELA-ETRE-BOM0604,400000420,T,
1003-PL1-SAUP-POXI-COM0901,400000421,T,
1003-PL1-SAUP-POXI-COM0902,400000422,T,
1003-PL1-SAUP-POXI-COM0903,400000423,T,
1003-PL1-CINT-SAUX-EXT0401,400000424,T,
1003-PL1-MCRO-MCR1-BOM0501,400000425,T,
1003-PL1-CINT-CINT-BOM0403,400000426,T,
1003-PL1-CINT-CINT-BOM0401,400000427,T,
1003-PL1-CINT-CINT-BOM0404,400000428,T,
1003-PL1-CINT-CINT-BOM0405,400000429,T,
1003-PL1-CINT-CINT-BOM0402,400000430,T,
1003-PL1-CINT-CINT-BOM0406,400000431,T,
1003-PL1-CINT-CINT-COM0401,400000432,T,
1003-PL1-CINT-CINT-COM0402,400000433,T,
1003-PL1-REAC-PRCI-BOM0701,400000434,T,
1003-PL1-RELA-REAG-BOM0601,400000435,T,
1003-PL1-RELA-REAG-BOM0602,400000436,T,
1003-PL1-TAIN-PAI5-PUE0801,400000437,T,
1003-PL1-SAUP-SAUX-BOM0901,400000438,T,
1003-PL1-RELA-REAG-BOM0603,400000439,T,
1003-PL1-FUND-FUND-BOM0504,400000440,T,
1003-PL1-ADRE-ELEC-CEE0301,400000441,T,
1003-PL1-ADRE-ELEC-BOM0301,400000442,T,
1003-PL1-ADRE-ELEC-BOM0302,400000443,T,
1003-PL1-ADRE-ELEC-CEE0302,400000444,T,
1003-PL1-ADRE-ELEC-CEE0303,400000445,T,
1003-PL1-ADRE-ELEC-CEE0304,400000446,T,
1003-PL1-ADRE-ELEC-CEE0305,400000447,T,
1003-PL1-ADRE-DES1-BOM0301,400000448,T,
1003-PL1-ADRE-DES1-CAL0301,400000449,T,
1003-PL1-ADRE-DES1-BOM0302,400000450,T,
1003-PL1-ADRE-DES1-BOM0307,400000451,T,
1003-PL1-ADRE-DES1-BOM0303,400000452,T,
1003-PL1-ADRE-DES1-BOM0304,400000453,T,
1003-PL1-ADRE-DES1-BOM0305,400000454,T,
1003-PL1-ADRE-DES2-BOM0301,400000455,T,
1003-PL1-ADRE-LRCA-BOM0303,400000456,T,
1003-PL1-ADRE-LRCA-BOM0301,400000457,T,
1003-PL1-ADRE-DES2-CAL0301,400000458,T,
1003-PL1-ADRE-DES1-BOM0306,400000459,T,
1003-PL1-ADRE-DES2-BOM0302,400000460,T,
1003-PL1-MCRO-MCR2-BOM0503,400000461,T,
1003-PL1-MCRO-MCR2-BOM0504,400000462,T,
1003-PL1-MCRO-MCR2-BOM0505,400000463,T,
1003-PL1-MCRO-MCR2-BOM0506,400000464,T,
1003-PL1-MCRO-MCR1-BOM0502,400000465,T,
1003-PL1-MCRO-MCR1-BOM0503,400000466,T,
1003-PL1-MCRO-MCR1-BOM0504,400000467,T,
1003-PL1-MCRO-MCR1-BOM0505,400000468,T,
1003-PL1-MCRO-MCR1-BOM0506,400000469,T,
1003-PL1-MCRO-MCR1-BOM0508,400000470,T,
1003-PL1-MCRO-MCR1-BOM0509,400000471,T,
1003-PL1-MCRO-MCR1-ALI0501,400000472,T,
1003-PL1-ADRE-LRCA-ZAR0301,400000473,T,
1003-PL1-ADRE-LRCA-ZAR0302,400000474,T,
1003-PL1-ADRE-SAUX-EXT0301,400000475,T,
1003-PL1-ADRE-LRCA-ZAR0303,400000476,T,
1003-PL1-ADRE-LRCA-BOM0302,400000477,T,
1003-PL1-FUND-FUND-BOM0501,400000478,T,
1003-SUP-TMAN-TA03-EQUEREP,400000479,T,
1003-PL1-FUND-FUND-HOE0501,400000480,T,
1003-PL1-FUND-SAUX-VEN0501,400000481,T,
1003-PL1-FUND-SAUX-EXT0501,400000482,T,
1003-PL1-FUND-FUND-COL0501,400000483,T,
1003-PL1-FUND-SAUX-VEN0502,400000484,T,
1003-PL1-MCRO-MCR1-BOM0510,400000485,T,
1003-PL1-SAUP-DAIR-COM0901,400000486,T,
1003-PL1-SAUP-DAIR-COM0903,400000487,T,
1003-PL1-SAUP-DAIR-COM0902,400000488,T,
1003-PL1-SAUP-DAIR-SEC0901,400000489,T,
1003-PL1-SAUP-DAIR-SEC0902,400000490,T,
1003-PL1-CIAN-SAUX-MUE0102,400000491,T,
1003-PL1-FLOT-SAUX-BOM0201,400000492,T,
1003-PL1-RELA-SAUX-BOM0601,400000493,T,
1003-PL1-RELA-SAUX-BOM0601,400000494,T,
1003-PL1-REAC-PRCI-BOM0703,400000495,T,
1003-PL1-REAC-PRCI-BOM0705,400000496,T,
1003-PL1-RELA-SAUX-BOM0601,400000497,T,
1003-PL1-RELA-SAUX-BOM0601,400000498,T,
1003-PL1-REAC-PRCI-BOM0706,400000499,T,
1003-PL1-MCRO-MCR2-BOM0507,400000500,T,
1003-PL1-MCRO-MCR2-BOM0508,400000501,T,
1003-PL1-SAUP-POXI-BOM0901,400000502,T,
1003-PL1-SAUP-POXI-BOM0902,400000503,T,
1003-PL1-SAUP-POXI-BOM0902,400000504,T,
1003-PL2-CHAN-CHAP-BOM1001,400000505,T,
1003-PL1-SAUP-POXI-BOM0903,400000506,T,
1003-PL1-TAIN-PDET-BOM0801,400000507,T,
1003-PL1-TAIN-PDET-BOM0802,400000508,T,
1003-PL1-RELA-ETRE-BOM0605,400000509,T,
1003-PL1-RELA-ETRE-BOM0606,400000510,T,
1003-PL1-SAUP-POXI-COO0901,400000511,T,
1003-SUP-TMAN-TA03-EQUREPA,400000512,T,
1003-PL1-RELA-SAUX-BOM0601,400000513,T,
1003-PL1-TAIN-PDET-BOM0804,400000514,T,
1003-PL1-TAIN-PDET-BOM0805,400000515,T,
1003-PL1-TAIN-PDET-BOM0806,400000516,T,
1003-PL1-TAIN-PDET-BOM0807,400000517,T,
1003-PL1-TAIN-PDET-BOM0808,400000518,T,
1003-PL1-TAIN-PDET-BOM0809,400000519,T,
1003-PL1-TAIN-PDET-BOM0810,400000520,T,
1003-PL1-TAIN-PDET-BOM0811,400000521,T,
1003-PL1-REAC-PRCI-BOM0707,400000522,T,
1003-PL1-REAC-PRCF-BOM0701,400000523,T,
1003-PL1-TAIN-PDET-BOM0812,400000524,T,
1003-PL1-TAIN-PDET-BOM0813,400000525,T,
1003-PL1-FLOT-FLT1-BOM0201,400000526,T,
1003-PL1-FLOT-FLT1-BOM0213,400000527,T,
1003-PL2-RELA-SAUX-ZAR1101,400000528,T,
1003-PL1-TAIN-PAI2-BOM0802,400000529,T,
1003-PL1-CINT-SAUX-EXT0402,400000530,T,
1003-PL1-CINT-SAUX-EXT0403,400000531,T,
1003-PL1-SAUP-SCON-BOM0901,400000532,T,
1003-PL1-SAUP-SCON-BOM0902,400000533,T,
1003-PL1-SAUP-SAUX-BAL0901,400000534,T,
1003-PL1-CINT-CINT-EAA0401,400000535,T,
1003-PL1-CINT-CINT-HOE0401,400000536,T,
1003-PL1-CINT-CINT-BAL0401,400000537,T,
1003-PL1-ADRE-DES1-BOM0308,400000538,T,
1003-PL1-ADRE-DES1-INT0301,400000539,T,
1003-PL1-ADRE-DES1-INT0302,400000540,T,
1003-PL1-ADRE-DES1-INT0303,400000541,T,
1003-PL1-MCRO-MCR2-ALI0501,400000542,T,
1003-PL1-FUND-FUND-BOM0503,400000543,T,
1003-PL1-ADRE-DES2-INT0301,400000544,T,
1003-PL1-ADRE-DES2-INT0302,400000545,T,
1003-PL1-ADRE-DES2-INT0303,400000546,T,
1003-PL1-ADRE-SAUX-VEN0301,400000547,T,
1003-PL1-ADRE-SAUX-VEN0302,400000548,T,
1003-PL1-CINT-SAUX-EXT0404,400000549,T,
1003-PL1-RELA-DECI-BOM0601,400000550,T,
1003-PL1-CIAN-CIAN-ZAR0103,400000551,T,
1003-SUP-CCO1-COMP-COM3001,400000552,T,
1003-SUP-CCO1-COMP-COM3002,400000553,T,
1003-SUP-CCO1-COMP-COM3003,400000554,T,
1003-SUP-CCO1-COMP-COM3004,400000555,T,
1003-SUP-CCO1-COMP-COM3005,400000556,T,
1003-SUP-CCO1-COMP-COM3006,400000557,T,
1003-SUP-CCO1-COMP-COM3007,400000558,T,
1003-SUP-CCO1-COMP-COM3008,400000559,T,
1003-SUP-CCO1-COMP-COM3009,400000560,T,
1003-SUP-CCO1-COMP-COM3010,400000561,T,
1003-GTE-GENE-CH01-GEN3001,400000562,T,
1003-GTE-GENE-CH01-TUR3001,400000563,T,
1003-GTE-GENE-CH01-GEN3002,400000564,T,
1003-GTE-GENE-CH01-TUR3002,400000565,T,
1003-GTE-GENE-CH01-GEN3003,400000566,T,
1003-GTE-GENE-CH01-TUR3003,400000567,T,
1003-GTE-DISE-SELP-SEL3001,400000568,T,
1003-GTE-DISE-SELP-SEL3001,400000569,T,
1003-GTE-DISE-SELP-SEL3001,400000570,T,
1003-GTE-DISE-SELS-SEL3001,400000571,T,
1003-GTE-DISE-SELS-SEL3001,400000572,T,
1003-GTE-DISE-SELS-SEL3001,400000573,T,
1003-GTE-DISE-SELS-SEL3001,400000574,T,
1003-GTE-DISE-SELS-SEL3001,400000575,T,
1003-GTE-DISE-SELS-SEL3001,400000576,T,
1003-GTE-DISE-SELS-SEL3001,400000577,T,
1003-GTE-DISE-SELS-SEL3001,400000578,T,
1003-GTE-DISE-SELS-SEL3001,400000579,T,
1003-GTE-DISE-SELS-SEL3001,400000580,T,
1003-GTE-DISE-SELS-SEL3002,400000581,T,
1003-GTE-DISE-SELS-SEL3002,400000582,T,
1003-GTE-DISE-SELS-SEL3002,400000583,T,
1003-GTE-DISE-SELS-SEL3002,400000584,T,
1003-GTE-DISE-SELS-SEL3002,400000585,T,
1003-GTE-DISE-SELS-SEL3003,400000586,T,
1003-GTE-DISE-SELS-SEL3003,400000587,T,
1003-GTE-DISE-SELS-SEL3003,400000588,T,
1003-GTE-DISE-SELS-SEL3003,400000589,T,
1003-GTE-DISE-SELS-SEL3003,400000590,T,
1003-GTE-DISE-SELS-SEL3003,400000591,T,
1003-GTE-DISE-SELS-SEL3003,400000592,T,
1003-GTE-DISE-SELS-SEL3003,400000593,T,
1003-GTE-DISE-SELS-SEL3003,400000594,T,
1003-GTE-DISE-SELS-SEL3004,400000595,T,
1003-GTE-DISE-SELS-SEL3005,400000596,T,
1003-GTE-DISE-SELS-SEL3007,400000597,T,
1003-GTE-DISE-SELP-SEL3002,400000598,T,
1003-GTE-DISE-SELP-SEL3002,400000599,T,
1003-GTE-DISE-SELP-SEL3002,400000600,T,
1003-GTE-DISE-SELP-SEL3002,400000601,T,
1003-GTE-DISE-SELP-SEL3002,400000602,T,
1003-GTE-DISE-SELP-SEL3002,400000603,T,
1003-GTE-DISE-SELP-SEL3002,400000604,T,
1003-GTE-DISE-SELP-SEL3002,400000605,T,
1003-GTE-DISE-SELP-SEL3002,400000606,T,
1003-GTE-DISE-SELP-SEL3002,400000607,T,
1003-GTE-DISE-SELP-SEL3002,400000608,T,
1003-GTE-DISE-SELP-SEL3002,400000609,T,
1003-GTE-DISE-SELP-SEL3002,400000610,T,
1003-GTE-DISE-SELP-SEL3002,400000611,T,
1003-GTE-DISE-SELP-SEL3002,400000612,T,
1003-GTE-DISE-SELP-SEL3002,400000613,T,
1003-GTE-DISE-SELP-SEL3002,400000614,T,
1003-GTE-DISE-SELP-SEL3002,400000615,T,
1003-GTE-DISE-SELP-SEL3002,400000616,T,
1003-GTE-DISE-SELP-SEL3002,400000617,T,
1003-GTE-DISE-SELP-SEL3002,400000618,T,
1003-GTE-DISE-SELP-SEL3002,400000619,T,
1003-GTE-DISE-SELP-SEL3002,400000620,T,
1003-GTE-DISE-SELS-SEL3010,400000621,T,
1003-GTE-DISE-SELS-SEL3010,400000622,T,
1003-GTE-DISE-SELS-SEL3010,400000623,T,
1003-GTE-DISE-SELS-SEL3010,400000624,T,
1003-GTE-DISE-SELS-SEL3010,400000625,T,
1003-GTE-DISE-SELS-SEL3010,400000626,T,
1003-GTE-DISE-SELS-SEL3010,400000627,T,
1003-GTE-DISE-SELS-SEL3011,400000628,T,
1003-GTE-DISE-SELS-SEL3011,400000629,T,
1003-GTE-DISE-SELS-SEL3011,400000630,T,
1003-GTE-DISE-SELS-SEL3011,400000631,T,
1003-GTE-DISE-SELS-SEL3011,400000632,T,
1003-GTE-DISE-SELS-SEL3012,400000633,T,
1003-GTE-DISE-SELS-SEL3012,400000634,T,
1003-GTE-DISE-SELS-SEL3013,400000635,T,
1003-GTE-DISE-SELS-SEL3013,400000636,T,
1003-GTE-DISE-SELS-SEL3013,400000637,T,
1003-GTE-DISE-SELS-SEL3013,400000638,T,
1003-GTE-DISE-SELS-SEL3014,400000639,T,
1003-GTE-DISE-SELS-SEL3014,400000640,T,
1003-GTE-DISE-SELS-SEL3015,400000641,T,
1003-GTE-DISE-SELS-SEL3015,400000642,T,
1003-GTE-DISE-SELS-SEL3015,400000643,T,
1003-GTE-DISE-SELS-SEL3015,400000644,T,
1003-GTE-DISE-SELS-SEL3015,400000645,T,
1003-GTE-DISE-SELS-SEL3015,400000646,T,
1003-GTE-DISE-SELS-SEL3016,400000647,T,
1003-GTE-DISE-SELS-SEL3016,400000648,T,
1003-GTE-DISE-SELS-SEL3017,400000649,T,
1003-GTE-DISE-SELS-SEL3017,400000650,T,
1003-GTE-DISE-SELS-SEL3018,400000651,T,
1003-GTE-DISE-SELS-SEL3018,400000652,T,
1003-GTE-DISE-SELS-SEL3019,400000653,T,
1003-GTE-DISE-SELS-SEL3019,400000654,T,
1003-GTE-DISE-SELS-SEL3020,400000655,T,
1003-GTE-DISE-SELS-SEL3020,400000656,T,
1003-GTE-DISE-SELM-SEL2101,400000657,T,
1003-GTE-DISE-SELM-SEL2102,400000658,T,
1003-GTE-DISE-SELM-SEL2103,400000659,T,
1003-GTE-DISE-SELM-SEL2104,400000660,T,
1003-GTE-DISE-SELM-SEL2105,400000661,T,
1003-GTE-DISE-SELM-SEL2105,400000662,T,
1003-GTE-DISE-SELM-SEL2106,400000663,T,
1003-GTE-DISE-SELM-SEL2107,400000664,T,
1003-GTE-DISE-SELM-SEL2108,400000665,T,
1003-GTE-DISE-SELM-SEL2108,400000666,T,
1003-GTE-DISE-SELM-SEL2110,400000667,T,
1003-GTE-DISE-SELM-SEL2110,400000668,T,
1003-GTE-DISE-SELM-SEL2111,400000669,T,
1003-GTE-DISE-SELM-SEL2112,400000670,T,
1003-GTE-DISE-SELM-SEL2114,400000671,T,
1003-GTE-DISE-SELM-SEL2115,400000672,T,
1003-GTE-DISE-SELM-SEL2117,400000673,T,
1003-GTE-DISE-SELM-SEL2118,400000674,T,
1003-GTE-DISE-SELM-SEL2119,400000675,T,
1003-GTE-DISE-SELM-SEL2120,400000676,T,
1003-GTE-DISE-SELM-SEL2121,400000677,T,
1003-GTE-DISE-SELM-SEL2122,400000678,T,
1003-GTE-DISE-SELM-SEL2123,400000679,T,
1003-GTE-DISE-SELM-SEL2124,400000680,T,
1003-GTE-DISE-SELM-SEL2126,400000681,T,
1003-GTE-DISE-SELM-SEL2127,400000682,T,
1003-GTE-DISE-SELM-SEL2128,400000683,T,
1003-GTE-DISE-SELM-SEL2129,400000684,T,
1003-GTE-DISE-SELM-SEL2130,400000685,T,
1003-GTE-DISE-SELM-SEL2131,400000686,T,
1003-GTE-DISE-SELM-SEL2132,400000687,T,
1003-GTE-DISE-SELM-SEL2132,400000688,T,
1003-GTE-DISE-SELM-SEL2133,400000689,T,
1003-GTE-DISE-SELM-SEL2134,400000690,T,
1003-GTE-DISE-SELM-SEL2135,400000691,T,
1003-GTE-DISE-SELM-SEL2136,400000692,T,
1003-GTE-DISE-SELM-SEL2137,400000693,T,
1003-GTE-DISE-SELM-SEL2139,400000694,T,
1003-GTE-DISE-SELM-SEL2140,400000695,T,
1003-GTE-DISE-SELM-SEL2141,400000696,T,
1003-GTE-DISE-SELM-SEL2142,400000697,T,
1003-GTE-DISE-SELM-SEL2143,400000698,T,
1003-GTE-DISE-SELM-SEL2144,400000699,T,
1003-GTE-DISE-SELM-SEL2145,400000700,T,
1003-GTE-DISE-SELM-SEL2146,400000701,T,
1003-GTE-DISE-SELM-SEL2147,400000702,T,
1003-GTE-DISE-SELM-SEL2148,400000703,T,
1003-GTE-DISE-SELM-SEL2148,400000704,T,
1003-GTE-DISE-SELM-SEL2149,400000705,T,
1003-GTE-DISE-SELM-SEL2149,400000706,T,
1003-GTE-DISE-SELM-SEL2150,400000707,T,
1003-GTE-DISE-SELM-SEL2152,400000708,T,
1003-GTE-DISE-SELM-SEL2152,400000709,T,
1003-GTE-DISE-SELM-SEL2153,400000710,T,
1003-GTE-DISE-SELM-SEL2154,400000711,T,
1003-GTE-DISE-SELM-SEL2155,400000712,T,
1003-GTE-DISE-SELM-SEL2157,400000713,T,
1003-GTE-DISE-SELM-SEL2158,400000714,T,
1003-GTE-DISE-SELM-SEL2160,400000715,T,
1003-GTE-DISE-SELM-SEL2161,400000716,T,
1003-GTE-DISE-SELM-SEL2162,400000717,T,
1003-GTE-DISE-SELM-SEL2163,400000718,T,
1003-GTE-DISE-SELM-SEL2164,400000719,T,
1003-AUX-LMET-CFLO,400000720,T,
1003-AUX-LMET-CGRA,400000721,T,
1003-AUX-LMET-MICR,400000722,T,
1003-AUX-LMET-MICR,400000723,T,
1003-AUX-LMET-TAMI,400000724,T,
1003-AUX-LMET-TAMI,400000725,T,
1003-AUX-LQUI-ANAL,400000726,T,
1003-AUX-LQUI-CDEE,400000727,T,
1003-AUX-LQUI-ANAL,400000728,T,
1003-AUX-LQUI-ANAL,400000729,T,
1003-AUX-LQUI-ANAL,400000730,T,
1003-AUX-LQUI-ANAL,400000731,T,
1003-AUX-LQUI-BALA,400000732,T,
1003-AUX-LQUI-BALA,400000733,T,
1003-AUX-LQUI-BALA,400000734,T,
1003-AUX-LQUI-BALA,400000735,T,
1003-AUX-LQUI-BALA,400000736,T,
1003-AUX-LQUI-BALA,400000737,T,
1003-AUX-LQUI-BALA,400000738,T,
1003-AUX-LQUI-BALA,400000739,T,
1003-AUX-LQUI-BALA,400000740,T,
1003-AUX-LQUI-CHAN,400000741,T,
1003-AUX-LQUI-CHAN,400000742,T,
1003-AUX-LQUI-CHAN,400000743,T,
1003-AUX-LQUI-COMP,400000744,T,
1003-AUX-LQUI-COMP,400000745,T,
1003-AUX-LQUI-COMP,400000746,T,
1003-AUX-LQUI-CDEE,400000747,T,
1003-AUX-LQUI-CDEE,400000748,T,
1003-AUX-LQUI-EAAT,400000749,T,
1003-AUX-LQUI-EAAT,400000750,T,
1003-AUX-LQUI-EAAT,400000751,T,
1003-AUX-LQUI-EXPG,400000752,T,
